NAME,PATH,DESCRIPTION
cksum,/usr/bin/cksum,cksum(n) - Calculate a cksum(1) compatible checksum
clear,/usr/bin/clear,clear(1) - clear the terminal screen
cmp,/usr/bin/cmp,cmp(1) - compare two files byte by byte
codesign,/usr/bin/codesign,codesign(1) - Create and manipulate code signatures
col,/usr/bin/col,col(1) - filter reverse line feeds from input
colcrt,/usr/bin/colcrt,colcrt(1) - filter nroff output for CRT previewing
colldef,/usr/bin/colldef,colldef(1) - convert collation sequence source definition
colrm,/usr/bin/colrm,colrm(1) - remove columns from a file
column,/usr/bin/column,column(1) - columnate lists
comm,/usr/bin/comm,comm(1) - select or reject lines common to two files
comm,/usr/bin/comm,comm(n) - A remote communication facility for Tcl (8.3 and later)
compress,/usr/bin/compress,"compress(1), uncompress(1) - compress and expand data"
compression_tool,/usr/bin/compression_tool,compression_tool(1) - encode/decode files using the Compression library
config_data,/usr/bin/config_data,config_data(1) - Query or change configuration of Perl modules
corebrightnessdiag,/usr/bin/corebrightnessdiag,corebrightnessdiag(1) - corebrightnessdiag
corelist,/usr/bin/corelist,corelist(1) - a commandline frontend to Module::CoreList
cp,/bin/cp,cp(1) - copy files
cpan,/usr/bin/cpan,cpan(1) - easily interact with CPAN from the command line
cpan2dist,/usr/bin/cpan2dist,cpan2dist(1) - The CPANPLUS distribution creator
cpanp,/usr/bin/cpanp,cpanp(1) - The CPANPLUS launcher
cpio,/usr/bin/cpio,cpio(1) - copy files to and from archives
cpuwalk.d,/usr/bin/cpuwalk.d,cpuwalk.d(1m) - Measure which CPUs a process runs on. Uses DTrace
crc32,/usr/bin/crc32,crc32(n) - Perform a 32bit Cyclic Redundancy Check
creatbyproc.d,/usr/bin/creatbyproc.d,creatbyproc.d(1m) - snoop creat()s by process name. Uses DTrace
crlrefresh,/usr/bin/crlrefresh,crlrefresh(1) - update and maintain system-wide CRL cache
cron,/usr/sbin/cron,cron(8) - daemon to execute scheduled commands (Vixie Cron)
crontab,/usr/bin/crontab,crontab(1) - maintain crontab files for individual users (V3)
crontab,/usr/bin/crontab,crontab(5) - tables for driving cron
csplit,/usr/bin/csplit,csplit(1) - split files based on context
csreq,/usr/bin/csreq,csreq(1) - Expert tool for manipulating Code Signing Requirement data
csrutil,/usr/bin/csrutil,csrutil(8) - Configure system security policies
cu,/usr/bin/cu,cu(1) - Call up another system
cups-config,/usr/bin/cups-config,"cups-config(1) - get cups api, compiler, directory, and link information"
cupsaddsmb,/usr/sbin/cupsaddsmb,cupsaddsmb(8) - export printers to samba for windows clients
cupsctl,/usr/sbin/cupsctl,cupsctl(8) - configure cupsd.conf options
cupsdisable,/usr/sbin/cupsdisable,"cupsdisable(8), cupsenable(8) - stop/start printers and classes"
cupsfilter,/usr/sbin/cupsfilter,cupsfilter(8) - convert a file to another format using cups filters
cupstestdsc,/usr/bin/cupstestdsc,cupstestdsc(1) - test conformance of postscript files (deprecated)
cupstestppd,/usr/bin/cupstestppd,cupstestppd(1) - test conformance of ppd files
curl,/usr/bin/curl,curl(1) - transfer a URL
curl-config,/usr/bin/curl-config,curl-config(1) - Get information about a libcurl installation
cut,/usr/bin/cut,cut(1) - cut out selected portions of each line of a file
dappprof,/usr/bin/dappprof,dappprof(1m) - profile user and lib function usage. Uses DTrace
dapptrace,/usr/bin/dapptrace,dapptrace(1m) - trace user and library function usage. Uses DTrace
darwinup,/usr/bin/darwinup,"darwinup(1) - Install, uninstall, and manage roots"
date,/bin/date,date(1) - display or set date and time
dbicadmin,/usr/bin/dbicadmin,dbicadmin(1) - utility for administrating DBIx::Class schemata
dbilogstrip,/usr/bin/dbilogstrip,
dbiprof,/usr/bin/dbiprof,dbiprof(1) - command-line client for DBI::ProfileData
dbiproxy,/usr/bin/dbiproxy,dbiproxy(1) - A proxy server for the DBD::Proxy driver
dbmmanage,/usr/sbin/dbmmanage,dbmmanage(1) - Manage user authentication files in DBM format
dc,/usr/bin/dc,dc(1) - an arbitrary precision calculator
dd,/bin/dd,dd(1) - convert and copy a file
ddns-confgen,/usr/sbin/ddns-confgen,ddns-confgen(8) - ddns key generation tool
debinhex.pl,/usr/bin/debinhex.pl,debinhex.pl(1) - use Convert::BinHex to decode BinHex files
defaults,/usr/bin/defaults,defaults(1) - access the Mac OS X user defaults system
defragcli,/usr/sbin/defragcli,defragcli(8) - targeted userspace defragmentation tool
delv,/usr/bin/delv,delv(1) - DNS lookup and validation utility
dev_mkdb,/usr/sbin/dev_mkdb,dev_mkdb(8) - create /dev database
df,/bin/df,df(1) - display free disk space
diff,/usr/bin/diff,diff(1) - compare files line by line
diff3,/usr/bin/diff3,diff3(1) - compare three files line by line
diffstat,/usr/bin/diffstat,diffstat(1) - make histogram from diff-output
dig,/usr/bin/dig,dig(1) - DNS lookup utility
disklabel,/sbin/disklabel,disklabel(8) - manipulate and query an Apple Label disk label
disktool,/usr/sbin/disktool,disktool(8) - disk support tool
diskutil,/usr/sbin/diskutil,"diskutil(8) - modify, verify and repair local disks"
dispqlen.d,/usr/bin/dispqlen.d,dispqlen.d(1m) - dispatcher queue length by CPU. Uses DTrace
distnoted,/usr/sbin/distnoted,distnoted(8) - distributed notification server
ditto,/usr/bin/ditto,"ditto(1) - copy directory hierarchies, create and extract archives"
dmc,/usr/bin/dmc,dmc(1) - controls the Disk Mount Conditioner
dmesg,/sbin/dmesg,dmesg(8) - display the system message buffer
dnctl,/usr/sbin/dnctl,dnctl(8) - Traffic shaper control program
dns-sd,/usr/bin/dns-sd,
dnsextd,/usr/sbin/dnsextd,
dot_clean,/usr/sbin/dot_clean,dot_clean(1) - Merge._* files with corresponding native files
drutil,/usr/bin/drutil,drutil(1) - interact with CD/DVD burners
dscacheutil,/usr/bin/dscacheutil,"dscacheutil(1) - gather information, statistics and initiate queries to the Directory Service cache"
dscl,/usr/bin/dscl,dscl(1) - Directory Service command line utility
dsconfigad,/usr/sbin/dsconfigad,dsconfigad(8) - retrieves/changes configuration for Active Directory
dserr,/usr/bin/dserr,dserr(8) - prints a description for an error code
dsexport,/usr/bin/dsexport,dsexport(1) - export records from OpenDirectory
dsmemberutil,/usr/bin/dsmemberutil,"dsmemberutil(1) - various operations for the membership APIs, including state dump, check memberships, UUIDs, etc"
dtrace,/usr/sbin/dtrace,dtrace(1) - dynamic tracing compiler and tracing utility
dtruss,/usr/bin/dtruss,dtruss(1m) - process syscall details. Uses DTrace
du,/usr/bin/du,du(1) - display disk usage statistics
dynamic_pager,/sbin/dynamic_pager,dynamic_pager(8) - swap configuration daemon
echo,/bin/echo,echo(1) - write arguments to the standard output
ed,/bin/ed,"ed(1), red(1) - text editor"
edquota,/usr/sbin/edquota,edquota(8) - edit user quotas
emacs,/usr/bin/emacs,emacs(1) - GNU project Emacs
emacs-undumped,/usr/bin/emacs-undumped,emacs-undumped(1) - Basic emacs with no ELisp libraries loaded
emacsclient,/usr/bin/emacsclient,emacsclient(1) - tells a running Emacs to visit a file
enc2xs,/usr/bin/enc2xs,enc2xs(1) - -- Perl Encode Module Generator
encode_keychange,/usr/bin/encode_keychange,encode_keychange(1) - produce the KeyChange string for SNMPv3
env,/usr/bin/env,"env(1) - set environment and execute command, or print environment"
eqn,/usr/bin/eqn,eqn(1) - format equations for troff
erb,/usr/bin/erb,erb(1) - Ruby Templating
errinfo,/usr/bin/errinfo,errinfo(1m) - print errno for syscall fails. Uses DTrace
etags,/usr/bin/etags,"etags(1), ctags(1) - generate tag file for Emacs, vi"
execsnoop,/usr/bin/execsnoop,execsnoop(1m) - snoop new process execution. Uses DTrace
expand,/usr/bin/expand,"expand(1), unexpand(1) - expand tabs to spaces, and vice versa"
expect,/usr/bin/expect,"expect(1) - programmed dialogue with interactive programs, Version 5"
expr,/bin/expr,expr(1) - evaluate expression
expr,/bin/expr,expr(ntcl) - Evaluate an expression
extcheck,/usr/bin/extcheck,extcheck(1) - jar conflict detection utility
eyapp,/usr/bin/eyapp,eyapp(1) - A Perl front-end to the Parse::Eyapp module
FALSE,/usr/bin/false,false(1) - Return false value
fcgistarter,/usr/sbin/fcgistarter,fcgistarter(8) - Start a FastCGI program
fddist,/usr/bin/fddist,fddist(1m) - file descriptor usage distributions. Uses DTrace
fdesetup,/Users/dan/bin/fdesetup,fdesetup(8) - FileVault configuration tool
fdisk,/usr/sbin/fdisk,fdisk(8) - DOS partition maintenance program
fibreconfig,/sbin/fibreconfig,fibreconfig(8) - Tool for configuring settings for Fibre Channel controllers and targets
file,/usr/bin/file,file(1) - determine file type
file,/usr/bin/file,file(ntcl) - Manipulate file names and attributes
filebyproc.d,/usr/bin/filebyproc.d,filebyproc.d(1m) - snoop opens by process name. Uses DTrace
filecoordinationd,/usr/sbin/filecoordinationd,filecoordinationd(8) - system-wide file access coordination
filtercalltree,/usr/bin/filtercalltree,filtercalltree(1) - Filter or prune a call tree file generated by sample or malloc_history
find,/usr/bin/find,find(1) - walk a file hierarchy
find,/usr/bin/find,find(n) - search for classes and objects
find2perl,/usr/bin/find2perl,find2perl(1) - translate find command lines to Perl code
findrule,/usr/bin/findrule,findrule(1) - command line wrapper to File::Find::Rule
finger,/usr/bin/finger,finger(1) - user information lookup program
firmwarepasswd,/usr/sbin/firmwarepasswd,firmwarepasswd(8) - tool for setting and removing firmware passwords on a system
fixproc,/usr/bin/fixproc,fixproc(1) - Fixes a process by performing the specified action
fmt,/usr/bin/fmt,fmt(1) - simple text formatter
fold,/usr/bin/fold,fold(1) - fold long lines for finite width output device
fontrestore,/usr/bin/fontrestore,"fontrestore(8) - Restore the available system fonts to a pristine state, if possible"
footprint,/usr/bin/footprint,footprint(1) - gathers memory information about one or more processes
from,/usr/bin/from,from(1) - print names of those who have sent mail
fs_usage,/usr/bin/fs_usage,fs_usage(1) - report system calls and page faults related to filesystem activity in real-time
fsck,/sbin/fsck,fsck(8) - filesystem consistency check and interactive repair
fsck_apfs,/sbin/fsck_apfs,fsck_apfs(8) - APFS consistency check
fsck_cs,/sbin/fsck_cs,fsck_cs(8) - verify and repair CoreStorage logical volume groups
fsck_exfat,/sbin/fsck_exfat,fsck_exfat(8) - Verify and repair ExFAT file systems
fsck_hfs,/sbin/fsck_hfs,fsck_hfs(8) - HFS file system consistency check
fsck_msdos,/sbin/fsck_msdos,fsck_msdos(8) - DOS/Windows (FAT) file system consistency check
fsck_udf,/sbin/fsck_udf,fsck_udf(8) - check a UDF filesystem
fstyp,/sbin/fstyp,fstyp(8) - identify a file system
fstyp_hfs,/sbin/fstyp_hfs,fstyp_hfs(8) - check for an HFS volume
fstyp_msdos,/sbin/fstyp_msdos,fstyp_msdos(8) - check for an MSDOS FAT volume
fstyp_ntfs,/sbin/fstyp_ntfs,fstyp_ntfs(8) - check for a Windows NT File System (NTFS) volume
fstyp_udf,/sbin/fstyp_udf,fstyp_udf(8) - check for a UDF volume
funzip,/usr/bin/funzip,funzip(1) - filter for extracting from a ZIP archive in a pipe
fuser,/usr/bin/fuser,fuser(1) - list process IDs of all processes that have one or more files open
fwkdp,/usr/bin/fwkdp,fwkdp(1) - FireWire KDP Tool
fwkpfv,/usr/bin/fwkpfv,fwkpfv(1) - FireWire kprintf viewer
gcore,/usr/bin/gcore,gcore(1) - get core images of running processes
gdiffmk,/usr/bin/gdiffmk,gdiffmk(1) - mark differences between groff/nroff/troff files
gem,/usr/bin/gem,gem(1) - RubyGems program
gen_bridge_metadata,/usr/bin/gen_bridge_metadata,gen_bridge_metadata(1) - Objective-C Bridges Metadata Generator
gencat,/usr/bin/gencat,gencat(1) - NLS catalog compiler
getconf,/usr/bin/getconf,getconf(1) - retrieve standard configuration variables
getopt,/usr/bin/getopt,getopt(1) - parse command options
gpt,/usr/sbin/gpt,gpt(8) - GUID partition table maintenance utility
graphicssession,/usr/sbin/graphicssession,graphicssession(1) - graphics session initialization utility
grep,/usr/bin/grep,"grep(1), egrep(1), fgrep(1), zgrep(1), zegrep(1), zfgrep(1) - file pattern searcher"
grn,/usr/bin/grn,grn(1) - groff preprocessor for gremlin files
grodvi,/usr/bin/grodvi,grodvi(1) - convert groff output to TeX dvi format
groff,/usr/bin/groff,groff(1) - front-end for the groff document formatting system
groff,/usr/bin/groff,groff(7) - a short reference for the GNU roff language
groffer,/usr/bin/groffer,groffer(1) - display groff files and man~pages on X and tty
grog,/usr/bin/grog,grog(1) - guess options for groff command
grolbp,/usr/bin/grolbp,grolbp(1) - groff driver for Canon CAPSL printers (LBP-4 and LBP-8 series laser printers)
grolj4,/usr/bin/grolj4,grolj4(1) - groff driver for HP Laserjet 4 family
grops,/usr/bin/grops,grops(1) - PostScript driver for groff
grotty,/usr/bin/grotty,grotty(1) - groff driver for typewriter-like devices
groups,/usr/bin/groups,groups(1) - show group memberships
gssd,/usr/sbin/gssd,gssd(8) - Generic Security Services Daemon
gzexe,/usr/bin/gzexe,gzexe(1) - create auto-decompressing executables
gzip,/usr/bin/gzip,gzip(1) - compression/decompression tool using Lempel-Ziv coding (LZ77)
h2ph,/usr/bin/h2ph,h2ph(1) - convert .h C header files to .ph Perl header files
h2xs,/usr/bin/h2xs,h2xs(1) - convert .h C header files to Perl extensions
halt,/sbin/halt,"halt(8), reboot(8) - stopping and restarting the system"
hdid,/usr/bin/hdid,hdid(8) - historical mechanism for attaching disk images
hdik,/usr/sbin/hdik,hdik(8) - lightweight tool to attach and mount disk images in-kernel
hdiutil,/usr/bin/hdiutil,"hdiutil(1) - manipulate disk images (attach, verify, create, etc)"
head,/usr/bin/head,head(1) - display first lines of a file
heap,/usr/bin/heap,
hexdump,/usr/bin/hexdump,"hexdump(1) - ASCII, decimal, hexadecimal, octal dump"
hidutil,/usr/bin/hidutil,hidutil(1) - HID event system debug utility
host,/usr/bin/host,host(1) - DNS lookup utility
hostname,/bin/hostname,hostname(1) - set or print name of current host system
hostname,/bin/hostname,hostname(7) - host name resolution description
hotspot.d,/usr/bin/hotspot.d,hotspot.d(1m) - print disk event by location. Uses DTrace
hpftodit,/usr/bin/hpftodit,hpftodit(1) - create font description files for use with groff -Tlj4
hpmdiagnose,/usr/bin/hpmdiagnose,hpmdiagnose(1) - - collects diagnostic information to help troubleshoot USB-C issues
htcacheclean,/usr/sbin/htcacheclean,htcacheclean(8) - Clean up the disk cache
htdbm,/usr/sbin/htdbm,htdbm(1) - Manipulate DBM password databases
htdigest,/usr/sbin/htdigest,htdigest(1) - manage user files for digest authentication
htpasswd,/usr/sbin/htpasswd,htpasswd(1) - Manage user files for basic authentication
httpd,/usr/sbin/httpd,httpd(8) - Apache Hypertext Transfer Protocol Server
httpd-wrapper,/usr/sbin/httpd-wrapper,httpd-wrapper(8) - Wrapper script for httpd web server
httxt2dbm,/usr/sbin/httxt2dbm,httxt2dbm(1) - Generate dbm files for use with RewriteMap
httxt2dbm,/usr/sbin/httxt2dbm,httxt2dbm(8) - Generate dbm files for use with RewriteMap
ico,/opt/X11/bin/ico,ico(n) - Reading and writing windows icons
iconutil,/usr/bin/iconutil,iconutil(1) - Utility to convert between .iconset and .icns files
iconv,/usr/bin/iconv,iconv(1) - character set conversion
id,/usr/bin/id,id(1) - return user identity
idlj,/usr/bin/idlj,idlj(1) - The IDL-to-Java Compiler (RMI-IIOP version) idlj generates Java bindings from a given IDL file
ifconfig,/sbin/ifconfig,ifconfig(8) - configure network interface parameters
imptrace,/usr/bin/imptrace,imptrace(1) - report importance donation events in real time
indxbib,/usr/bin/indxbib,indxbib(1) - make inverted index for bibliographic databases
info,/usr/bin/info,info(1) - read Info documents
info,/usr/bin/info,info(5) - readable online documentation
info,/usr/bin/info,info(ntcl) - Return information about the state of the Tcl interpreter
infocmp,/usr/bin/infocmp,infocmp(1m) - compare or print out terminfo descriptions
infokey,/usr/bin/infokey,infokey(1) - compile customizations for Info
infotocap,/usr/bin/infotocap,infotocap(1m) - convert a terminfo description into a termcap description
install,/usr/bin/install,install(1) - install binaries
install-info,/usr/bin/install-info,install-info(1) - update info/dir entries
installer,/usr/sbin/installer,installer(8) - system software and package installer tool
instmodsh,/usr/bin/instmodsh,instmodsh(1) - A shell to examine installed modules
ioalloccount,/usr/sbin/ioalloccount,ioalloccount(8) - Summarize IOKit memory usage
iofile.d,/usr/bin/iofile.d,iofile.d(1m) - I/O wait time by file and process. Uses DTrace
iofileb.d,/usr/bin/iofileb.d,iofileb.d(1m) - I/O bytes by file and process. Uses DTrace
iopattern,/usr/bin/iopattern,iopattern(1m) - print disk I/O pattern. Uses DTrace
iopending,/usr/bin/iopending,iopending(1m) - plot number of pending disk events. Uses DTrace
ioreg,/usr/sbin/ioreg,ioreg(8) - show I/O Kit registry
iosnoop,/usr/bin/iosnoop,iosnoop(1m) - snoop I/O events as they occur. Uses DTrace
iostat,/usr/sbin/iostat,iostat(8) - report I/O statistics
iotop,/usr/bin/iotop,iotop(1m) - display top disk I/O events by process. Uses DTrace
ip2cc,/usr/bin/ip2cc,ip2cc(1) - lookup country from IP address or hostname
ipconfig,/usr/sbin/ipconfig,ipconfig(8) - view and control IP configuration state
ipcrm,/usr/bin/ipcrm,"ipcrm(1) - remove the specified message queues, semaphore sets, and shared memory segments"
ipcs,/usr/bin/ipcs,ipcs(1) - report System V interprocess communication facilities status
ippfind,/usr/bin/ippfind,ippfind(1) - find internet printing protocol printers
ipptool,/usr/bin/ipptool,ipptool(1) - perform internet printing protocol requests
irb,/usr/bin/irb,irb(1) - Interactive Ruby Shell
jar,/usr/bin/jar,jar(1) - Java archive tool
jarsigner,/usr/bin/jarsigner,jarsigner(1) - JAR signing and verification tool
java,/usr/bin/java,java(1) - Java application launcher
javac,/usr/bin/javac,javac(1) - Java compiler
javadoc,/usr/bin/javadoc,javadoc(1) - Java API documentation generator
javah,/usr/bin/javah,javah(1) - C header and stub file generator
javap,/usr/bin/javap,javap(1) - Java class file disassembler
javaws,/usr/bin/javaws,javaws(1) - Java Web Start launcher command
jconsole,/usr/bin/jconsole,jconsole(1) - J2SE Monitoring and Management Console
jdb,/usr/bin/jdb,jdb(1) - Java debugger
jhat,/usr/bin/jhat,jhat(1) - Java Heap Analysis Tool
jinfo,/usr/bin/jinfo,jinfo(1) - configuration info
jmap,/usr/bin/jmap,jmap(1) - memory map
join,/usr/bin/join,join(1) - relational database operator
join,/usr/bin/join,join(ntcl) - Create a string by joining together list elements
jot,/usr/bin/jot,jot(1) - print sequential or random data
jps,/usr/bin/jps,jps(1) - Java Virtual Machine Process Status Tool
jrunscript,/usr/bin/jrunscript,jrunscript(1) - command line script shell
jsadebugd,/usr/bin/jsadebugd,jsadebugd(1) - serviceability agent debug daemon
json_pp,/usr/bin/json_pp,json_pp(1) - JSON::PP command utility
jstack,/usr/bin/jstack,jstack(1) - stack trace
jstat,/usr/bin/jstat,jstat(1) - Java Virtual Machine statistics monitoring tool
jstatd,/usr/bin/jstatd,jstatd(1) - Virtual Machine jstat Daemon
kadmin,/usr/sbin/kadmin,kadmin(8) - Kerberos administration utility
kadmin.local,/usr/sbin/kadmin.local,kadmin.local(8) - compatiblity shim for MIT Kerberos kadmin.local
kcc,/usr/bin/kcc,kcc(1) - Kerberos credential cache tools
kdestroy,/usr/bin/kdestroy,kdestroy(1) - remove one credential or destroy the current ticket file
kextcache,/usr/sbin/kextcache,kextcache(8) - create kext cache files
kextfind,/usr/sbin/kextfind,kextfind(8) - find kernel extensions (kexts) based on a variety of criteria and print information
kextlibs,/usr/sbin/kextlibs,kextlibs(8) - find OSBundleLibraries needed by a kext
kextload,/sbin/kextload,kextload(8) - load kernel extensions (kexts) into the kernel
kextstat,/usr/sbin/kextstat,kextstat(8) - display status of loaded kernel extensions (kexts)
kextunload,/sbin/kextunload,kextunload(8) - terminate driver I/O Kit driver instances and unload kernel extensions (kexts)
kextutil,/usr/bin/kextutil,"kextutil(8) - load, diagnose problems with, and generate symbols for kernel extensions (kexts)"
keytool,/usr/bin/keytool,keytool(1) - key and certificate management tool
kgetcred,/usr/bin/kgetcred,kgetcred(1) - get a ticket for a particular service
kill,/bin/kill,kill(1) - terminate or signal a process
kill.d,/usr/bin/kill.d,kill.d(1m) - snoop process signals as they occur. Uses DTrace
killall,/usr/bin/killall,killall(1) - kill processes by name
kinit,/usr/bin/kinit,kinit(1) - acquire initial tickets
klist,/usr/bin/klist,klist(1) - list Kerberos credentials
kpasswd,/usr/bin/kpasswd,kpasswd(1) - Kerberos 5 password changing program
krb5-config,/usr/bin/krb5-config,krb5-config(1) - give information on how to link code against Heimdal libraries
ksh,/bin/ksh,"ksh(1), nZ=0(1) - {"
kswitch,/usr/bin/kswitch,kswitch(1) - switch between default credential caches
ktrace,/usr/bin/ktrace,"ktrace(1) - configure, record, and print events from kernel trace"
ktutil,/usr/sbin/ktutil,ktutil(8) - manage Kerberos keytabs
lam,/usr/bin/lam,lam(1) - laminate files
last,/usr/bin/last,last(1) - indicate last logins of users and ttys
lastcomm,/usr/bin/lastcomm,lastcomm(1) - show last commands executed in reverse order
lastwords,/usr/bin/lastwords,lastwords(1m) - print syscalls before exit. Uses DTrace
latency,/usr/bin/latency,latency(1) - monitors scheduling and interrupt latency
launchctl,/bin/launchctl,launchctl(1) - Interfaces with launchd
launchd,/sbin/launchd,launchd(8) - System wide and per-user daemon/agent manager
ldapcompare,/usr/bin/ldapcompare,ldapcompare(1) - LDAP compare tool
ldapdelete,/usr/bin/ldapdelete,ldapdelete(1) - LDAP delete entry tool
ldapexop,/usr/bin/ldapexop,ldapexop(1) - issue LDAP extended operations
ldapmodify,/usr/bin/ldapmodify,"ldapmodify(1), ldapadd(1) - LDAP modify entry and LDAP add entry tools"
ldapmodrdn,/usr/bin/ldapmodrdn,ldapmodrdn(1) - LDAP rename entry tool
ldappasswd,/usr/bin/ldappasswd,ldappasswd(1) - change the password of an LDAP entry
ldapsearch,/usr/bin/ldapsearch,ldapsearch(1) - LDAP search tool
ldapurl,/usr/bin/ldapurl,ldapurl(1) - LDAP URL formatting tool
ldapwhoami,/usr/bin/ldapwhoami,ldapwhoami(1) - LDAP who am i? tool
leaks,/usr/bin/leaks,
leave,/usr/bin/leave,leave(1) - remind you when you have to leave
less,/usr/bin/less,less(1) - opposite of more
lessecho,/usr/bin/lessecho,lessecho(1) - expand metacharacters
libnetcfg,/usr/bin/libnetcfg,libnetcfg(1) - configure libnet
link,/bin/link,"link(1), ln(1) - make links"
lkbib,/usr/bin/lkbib,lkbib(1) - search bibliographic databases
loads.d,/usr/bin/loads.d,loads.d(1m) - print load averages. Uses DTrace
locale,/usr/bin/locale,locale(1) - display locale settings
localedef,/usr/bin/localedef,localedef(1) - define locale environment
locate,/usr/bin/locate,locate(1) - find filenames quickly
lockstat,/usr/bin/lockstat,lockstat(1) - report kernel lock and profiling statistics
log,/usr/bin/log,log(n) - Procedures to log messages of libraries and applications
logger,/usr/bin/logger,logger(1) - make entries in the system log
logger,/usr/bin/logger,logger(n) - System to control logging of events
login,/usr/bin/login,login(1) - log into the computer
logname,/usr/bin/logname,
logresolve,/usr/sbin/logresolve,logresolve(1) - Resolve IP-addresses to hostnames in Apache log files
look,/usr/bin/look,look(1) - display lines beginning with a given string
lookbib,/usr/bin/lookbib,lookbib(1) - search bibliographic databases
lp,/usr/bin/lp,lp(1) - print files
lpadmin,/usr/sbin/lpadmin,lpadmin(8) - configure cups printers and classes
lpc,/usr/sbin/lpc,lpc(8) - line printer control program
lpinfo,/usr/sbin/lpinfo,lpinfo(8) - show available devices or drivers
lpmove,/usr/sbin/lpmove,lpmove(8) - move a job or all jobs to a new destination
lpoptions,/usr/bin/lpoptions,lpoptions(1) - display or set printer options and defaults
lpq,/usr/bin/lpq,lpq(1) - show printer queue status
lpr,/usr/bin/lpr,lpr(1) - print files
lprm,/usr/bin/lprm,lprm(1) - cancel print jobs
lpstat,/usr/bin/lpstat,lpstat(1) - print cups status information
ls,/bin/ls,ls(1) - list directory contents
lsappinfo,/usr/bin/lsappinfo,lsappinfo(8) - Control and query CoreApplicationServices about the app state on the system
lsbom,/usr/bin/lsbom,lsbom(8) - list contents of a bom file
lskq,/usr/bin/lskq,lskq(1) - display process kqueue state
lsm,/usr/bin/lsm,lsm(1) - Latent Semantic Mapping tool
lsof,/usr/sbin/lsof,lsof(8) - list open files
lsvfs,/usr/bin/lsvfs,lsvfs(1) - list known virtual file systems
lwp-download,/usr/bin/lwp-download,lwp-download(1) - Fetch large files from the web
lwp-dump,/usr/bin/lwp-dump,lwp-dump(1) - See what headers and content is returned for a URL
lwp-mirror,/usr/bin/lwp-mirror,lwp-mirror(1) - Simple mirror utility
lwp-request,/usr/bin/lwp-request,"lwp-request(1), GET(1), POST(1), HEAD(1) - Simple command line user agent"
mDNSResponder,/usr/sbin/mDNSResponder,
mDNSResponderHelper,/usr/sbin/mDNSResponderHelper,
machine,/usr/bin/machine,machine(1) - print machine type
mail,/usr/bin/mail,"mail(1), mailx(1) - send and receive mail"
makeinfo,/usr/bin/makeinfo,makeinfo(1) - translate Texinfo documents
malloc_history,/usr/bin/malloc_history,malloc_history(1) - Show the malloc and anonymous VM allocations that the process has performed
man,/usr/bin/man,man(1) - format and display the on-line manual pages
mcxquery,/usr/bin/mcxquery,mcxquery(1) - Managed Client (MCX) compositor query tool
mcxrefresh,/usr/bin/mcxrefresh,mcxrefresh(1) - Managed Client (MCX) preference refresh tool
md5,/sbin/md5,md5(1) - calculate a message-digest fingerprint (checksum) for a file
md5,/sbin/md5,md5(n) - MD5 Message-Digest Algorithm
mddiagnose,/usr/bin/mddiagnose,mddiagnose(8) - gather information to aid in diagnosing Spotlight issues
mdfind,/usr/bin/mdfind,mdfind(1) - finds files matching a given query
mdimport,/usr/bin/mdimport,mdimport(1) - import file hierarchies into the metadata datastore
mdls,/usr/bin/mdls,mdls(1) - lists the metadata attributes for the specified file
mdutil,/usr/bin/mdutil,mdutil(1) - manage the metadata stores used by Spotlight
memory_pressure,/usr/bin/memory_pressure,memory_pressure(1) - Tool to apply real or simulate memory pressure on the system
mesg,/usr/bin/mesg,mesg(1) - display (do not display) messages from other users
mib2c,/usr/bin/mib2c,mib2c(1) - -- generate template code for extending the agent
mib2c-update,/usr/bin/mib2c-update,mib2c-update(1) - script to merge custom code into updated mib2c code
mkbom,/usr/bin/mkbom,mkbom(8) - create a bill-of-materials file
mkdir,/bin/mkdir,mkdir(1) - make directories
mkextunpack,/usr/sbin/mkextunpack,mkextunpack(8) - extract or list the contents of a multikext (mkext) archive
mkfifo,/usr/bin/mkfifo,mkfifo(1) - make fifos
mkfile,/usr/sbin/mkfile,mkfile(8) - create a file
mklocale,/usr/bin/mklocale,mklocale(1) - make LC_CTYPE locale files
mknod,/sbin/mknod,mknod(8) - make device special file
mkpassdb,/usr/sbin/mkpassdb,mkpassdb(8) - Mac OS X Server Password Server database creation tool
mktemp,/usr/bin/mktemp,mktemp(1) - make temporary file name (unique)
mmroff,/usr/bin/mmroff,mmroff(1) - reference preprocessor
mnthome,/usr/bin/mnthome,mnthome(1) - mount an AFP (AppleShare) home directory with the correct privileges
mount,/sbin/mount,mount(8) - mount file systems
mount_9p,/sbin/mount_9p,mount_9p(8) - mount a 9P volume
mount_afp,/sbin/mount_afp,mount_afp(8) - mount an afp (AppleShare) filesystem
mount_apfs,/sbin/mount_apfs,mount_apfs(8) - mount an APFS volume
mount_cd9660,/sbin/mount_cd9660,mount_cd9660(8) - mount an ISO-9660 filesystem
mount_cddafs,/sbin/mount_cddafs,mount_cddafs(8) - mount an Audio CD
mount_exfat,/sbin/mount_exfat,mount_exfat(8) - mount an ExFAT file system
mount_fdesc,/sbin/mount_fdesc,mount_fdesc(8) - mount the file-descriptor file system
mount_ftp,/sbin/mount_ftp,mount_ftp(8) - mount a FTP filesystem
mount_hfs,/sbin/mount_hfs,mount_hfs(8) - mount an HFS/HFS+ file system
mount_msdos,/sbin/mount_msdos,mount_msdos(8) - mount an MS-DOS file system
