NAME,PATH,DESCRIPTION
unzipsfx,/usr/bin/unzipsfx,unzipsfx(1) - self-extracting stub for prepending to ZIP archives
update_dyld_shared_cache,/usr/bin/update_dyld_shared_cache,
uptime,/usr/bin/uptime,uptime(1) - show how long system has been running
usbkdp,/usr/bin/usbkdp,usbkdp(1) - USB KDP Tool
usernoted,/usr/sbin/usernoted,usernoted(8) - Notification Center daemon
users,/usr/bin/users,users(1) - list current users
uuchk,/usr/sbin/uuchk,uuchk(8) - display information read from the UUCP configuration files
uucico,/usr/sbin/uucico,uucico(8) - UUCP file transfer daemon
uuconv,/usr/sbin/uuconv,uuconv(1) - convert UUCP configuration files
uucp,/usr/bin/uucp,uucp(1) - Unix to Unix copy
uudecode,/usr/bin/uudecode,"uudecode(1), uuencode(1) - encode/decode a binary file"
uuencode,/usr/bin/uuencode,uuencode(5) - file format uuencode description of the uuencode file format
uuencode,/usr/bin/uuencode,uuencode(n) - UU-encode/decode binary data
uuidgen,/usr/bin/uuidgen,uuidgen(1) - generates new UUID strings
uulog,/usr/bin/uulog,uulog(1) - display entries in the UUCP log file
uuname,/usr/bin/uuname,uuname(1) - list remote UUCP sites
uupick,/usr/bin/uupick,uupick(1) - retrieve files transferred by uuto
uusched,/usr/sbin/uusched,uusched(8) - schedule the uucp file transport program
uustat,/usr/bin/uustat,uustat(1) - UUCP status inquiry and control
uuto,/usr/bin/uuto,uuto(1) - send files to a particular user on a remote system
uux,/usr/bin/uux,uux(1) - Remote command execution over UUCP
uuxqt,/usr/sbin/uuxqt,uuxqt(8) - UUCP execution daemon
vifs,/usr/sbin/vifs,vifs(8) - safely edit fstab
vim,/usr/bin/vim,
vimdiff,/usr/bin/vimdiff,"vimdiff(1) - edit two, three or four versions of a file with Vim and show differences"
vimtutor,/usr/bin/vimtutor,vimtutor(1) - the Vim tutor
vipw,/usr/sbin/vipw,vipw(8) - edit the password file
vis,/usr/bin/vis,vis(1) - display non-printable characters in a visual format
visudo,/usr/sbin/visudo,visudo(8) - edit the sudoers file
vm_stat,/usr/bin/vm_stat,vm_stat(1) - show Mach virtual memory statistics
vmmap,/usr/bin/vmmap,vmmap(1) - Display the virtual memory regions allocated in a process
vpnd,/usr/sbin/vpnd,vpnd(5) - Mac OS X VPN Remote Access Server File
vpnd,/usr/sbin/vpnd,vpnd(8) - Mac OS X VPN service daemon
vsdbutil,/usr/sbin/vsdbutil,vsdbutil(8) - manipulates the volume status DB
w,/usr/bin/w,w(1) - display who is logged in and what they are doing
wait4path,/bin/wait4path,wait4path(1) - wait for given path to show up in the namespace
wall,/usr/bin/wall,wall(1) - write a message to users
wc,/usr/bin/wc,"wc(1) - word, line, character, and byte count"
wdutil,/usr/bin/wdutil,wdutil(8) - Wireless Diagnostics command line utility
wfsctl,/usr/sbin/wfsctl,wfsctl(8) - WebDAV File Sharing control utility
what,/usr/bin/what,what(1) - show what versions of object modules were used to construct a file
whatis,/usr/bin/whatis,whatis(1) - search the whatis database for complete words
whereis,/usr/bin/whereis,whereis(1) - locate programs
which,/usr/bin/which,
who,/usr/bin/who,who(1) - display who is logged in
whoami,/usr/bin/whoami,whoami(1) - display effective user id
whois,/usr/bin/whois,whois(1) - Internet domain name and network number directory service
wish,/usr/bin/wish,wish(1tcl) - Simple windowing shell
write,/usr/bin/write,write(1) - send a message to another user
wsgen,/usr/bin/wsgen,wsgen(1) - JAX-WS 2.0
wsimport,/usr/bin/wsimport,wsimport(1) - JAX-WS 2.0
xar,/usr/bin/xar,xar(1) - eXtensible ARchiver
xargs,/usr/bin/xargs,xargs(1) - construct argument list(s) and execute utility
xattr,/usr/bin/xattr,xattr(1) - display and manipulate extended attributes
xcode-select,/usr/bin/xcode-select,xcode-select(1) - Manages the active developer directory for Xcode and BSD tools. rst2man-indent-level 0 1 rstReportMargin $1 n[an-margin] level n[rst2man-indent-level] level margin: n[rst2man-indentn[rst2man-indent-level]] - n[rst2man-indent0] n[rst2man-indent1] n[rst2man-indent2] . 1 INDENT RS $1 nr rst2man-indentn[rst2man-indent-level] n[an-margin] nr rst2man-indent-level +1 . UNINDENT RE rst2man-indent-level -1 n[rst2man-indentn[rst2man-indent-level]]u
xgettext.pl,/usr/bin/xgettext.pl,xgettext.pl(1) - Extract translatable strings from source
xip,/usr/bin/xip,xip(1) - Create or expand a secure archive for secure distribution
xjc,/usr/bin/xjc,xjc(1) - Java XML Binding Compiler
xml2-config,/usr/bin/xml2-config,xml2-config(1) - script to get information about the installed version of GNOME-XML
xmlcatalog,/usr/bin/xmlcatalog,xmlcatalog(1) - Command line tool to parse and manipulate XML or SGML catalog files
xmllint,/usr/bin/xmllint,xmllint(1) - command line XML tool
xsltproc,/usr/bin/xsltproc,xsltproc(1) - command line XSLT processor
xsubpp,/usr/bin/xsubpp,xsubpp(1) - compiler to convert Perl XS code into C code
xxd,/usr/bin/xxd,xxd(1) - make a hexdump or do the reverse
yaa,/usr/bin/yaa,yaa(1) - Manipulate YAA archives
yes,/usr/bin/yes,yes(1) - be repetitively affirmative
zcmp,/usr/bin/zcmp,"zcmp(1), zdiff(1) - compare compressed files"
zdump,/usr/sbin/zdump,zdump(8) - timezone dumper
zforce,/usr/bin/zforce,zforce(1) - force gzip files to have a.gz suffix
zic,/usr/sbin/zic,zic(8) - timezone compiler
zip,/usr/bin/zip,zip(1) - package and compress (archive) files
zip,/usr/bin/zip,zip(n) - Data compression zip
zipcloak,/usr/bin/zipcloak,zipcloak(1) - encrypt entries in a zipfile
zipdetails,/usr/bin/zipdetails,zipdetails(1) - display the internal structure of zip files
zipgrep,/usr/bin/zipgrep,zipgrep(1) - search files in a ZIP archive for lines matching a pattern
zipinfo,/usr/bin/zipinfo,zipinfo(1) - list detailed information about a ZIP archive
zipnote,/usr/bin/zipnote,"zipnote(1) - write the comments in zipfile to stdout, edit comments and rename files in zipfile"
zipsplit,/usr/bin/zipsplit,zipsplit(1) - split a zipfile into smaller zipfiles
zmore,/usr/bin/zmore,"zmore(1), zless(1) - view compressed files"
znew,/usr/bin/znew,znew(1) - convert compressed files to gzipped files
zprint,/usr/bin/zprint,zprint(1) - show information about kernel zones
zsh,/bin/zsh,zsh(1) - the Z shell
DeRez,/usr/bin/DeRez,DeRez(1) - decompiles resources (DEPRECATED)
GetFileInfo,/usr/bin/GetFileInfo,"GetFileInfo(1), /usr/bin/GetFileInfo(1) - get attributes of files and directories (DEPRECATED)"
M4,/usr/bin/M4,M4(1) - macro processor
Rez,/usr/bin/Rez,Rez(1) - compiles resources (DEPRECATED)
SetFile,/usr/bin/SetFile,"SetFile(1), /usr/bin/SetFile(1) - set attributes of files and directories (DEPRECATED)"
SplitForks,/usr/bin/SplitForks,"SplitForks(1), /usr/bin/SplitForks(1) - Divide a two-fork HFS file into AppleDouble format resource and data files. (DEPRECATED)"
ar,/usr/bin/ar,ar(1) - create and maintain library archives
ar,/usr/bin/ar,ar(5) - archive (library) file format
as,/usr/bin/as,as(1) - Mac OS X Mach-O GNU-based assemblers
asa,/usr/bin/asa,asa(1) - interpret carriage-control characters
bison,/usr/bin/bison,bison(1) - GNU Project parser generator (yacc replacement)
c89,/usr/bin/c89,c89(1) - standard C language compiler
c99,/usr/bin/c99,c99(1) - standard C language compiler
clang,/usr/bin/clang,"clang(1) - the Clang C, C++, and Objective-C compiler rst2man-indent-level 0 1 rstReportMargin $1 n[an-margin] level n[rst2man-indent-level] level margin: n[rst2man-indentn[rst2man-indent-level]] - n[rst2man-indent0] n[rst2man-indent1] n[rst2man-indent2] . 1 INDENT RS $1 nr rst2man-indentn[rst2man-indent-level] n[an-margin] nr rst2man-indent-level +1 . UNINDENT RE rst2man-indent-level -1 n[rst2man-indentn[rst2man-indent-level]]u"
cmpdylib,/usr/bin/cmpdylib,cmpdylib(1) - compare two dynamic shared libraries for compatibility
codesign_allocate,/usr/bin/codesign_allocate,codesign_allocate(1) - add code signing data to a Mach-O file
ctags,/usr/bin/ctags,ctags(1) - create a tags file
ctf_insert,/usr/bin/ctf_insert,"ctf_insert(1) - insert the (__CTF,__ctf) section data into the mach_kernel file"
dsymutil,/usr/bin/dsymutil,dsymutil(1) - manipulate archived DWARF debug symbol files rst2man-indent-level 0 1 rstReportMargin $1 n[an-margin] level n[rst2man-indent-level] level margin: n[rst2man-indentn[rst2man-indent-level]] - n[rst2man-indent0] n[rst2man-indent1] n[rst2man-indent2] . 1 INDENT RS $1 nr rst2man-indentn[rst2man-indent-level] n[an-margin] nr rst2man-indent-level +1 . UNINDENT RE rst2man-indent-level -1 n[rst2man-indentn[rst2man-indent-level]]u
dwarfdump,/usr/bin/dwarfdump,dwarfdump(1) - dump and verify DWARF debug information rst2man-indent-level 0 1 rstReportMargin $1 n[an-margin] level n[rst2man-indent-level] level margin: n[rst2man-indentn[rst2man-indent-level]] - n[rst2man-indent0] n[rst2man-indent1] n[rst2man-indent2] . 1 INDENT RS $1 nr rst2man-indentn[rst2man-indent-level] n[an-margin] nr rst2man-indent-level +1 . UNINDENT RE rst2man-indent-level -1 n[rst2man-indentn[rst2man-indent-level]]u
flex,/usr/bin/flex,flex(1) - the fast lexical analyser generator
gatherheaderdoc,/usr/bin/gatherheaderdoc,gatherheaderdoc(1) - header documentation processor
git,/usr/bin/git,git(1) - the stupid content tracker
git-receive-pack,/usr/bin/git-receive-pack,git-receive-pack(1) - Receive what is pushed into the repository
git-shell,/usr/bin/git-shell,git-shell(1) - Restricted login shell for Git-only SSH access
git-upload-archive,/usr/bin/git-upload-archive,git-upload-archive(1) - Send archive back to git-archive
git-upload-pack,/usr/bin/git-upload-pack,git-upload-pack(1) - Send objects packed back to git-fetch-pack
gperf,/usr/bin/gperf,gperf(1) - manual page for gperf 3.0.3
hdxml2manxml,/usr/bin/hdxml2manxml,hdxml2manxml(1) - HeaderDoc XML to MPGL translator
headerdoc2html,/usr/bin/headerdoc2html,headerdoc2html(1) - header documentation processor
indent,/usr/bin/indent,indent(1) - indent and format C program source
install_name_tool,/usr/bin/install_name_tool,install_name_tool(1) - change dynamic shared library install names
ld,/usr/bin/ld,ld(1) - linker
libtool,/usr/bin/libtool,libtool(1) - create libraries ranlib - add or update the table of contents of archive libraries
lipo,/usr/bin/lipo,lipo(1) - create or operate on universal files
lorder,/usr/bin/lorder,lorder(1) - list dependencies for object files
make,/usr/bin/make,make(1) - GNU make utility to maintain groups of programs
mig,/usr/bin/mig,mig(1) - Mach Interface Generator
nm,/usr/bin/nm,nm(1) - display name list (symbol table)
nmedit,/usr/bin/nmedit,nmedit(1) - change global symbols to local symbols
pagestuff,/usr/bin/pagestuff,pagestuff(1) - Mach-O file page analysis tool
ranlib,/usr/bin/ranlib,ranlib(5) - archive (library) table-of-contents format
rebase,/usr/bin/rebase,rebase(1) - Changes base address of dylibs and bundles
redo_prebinding,/usr/bin/redo_prebinding,redo_prebinding(1) - redo the prebinding of an executable or dynamic library
resolveLinks,/usr/bin/resolveLinks,resolveLinks(1) - Resolves link requests in collections of HTML files
rpcgen,/usr/bin/rpcgen,rpcgen(1) - Remote Procedure Call (RPC) protocol compiler
segedit,/usr/bin/segedit,segedit(1) - extract and replace sections from object files
size,/usr/bin/size,size(1) - print the size of the sections in an object file
stapler,/usr/bin/stapler,stapler(1) - Attach and validate tickets for notarized executables
strings,/usr/bin/strings,"strings(1) - find the printable strings in a object, or other binary, file"
strip,/usr/bin/strip,strip(1) - remove symbols
svn,/usr/bin/svn,svn(1) - Subversion command line client tool
svnadmin,/usr/bin/svnadmin,svnadmin(1) - Subversion repository administration tool
svndumpfilter,/usr/bin/svndumpfilter,svndumpfilter(1) - Filter a subversion repository dumpfile
svnlook,/usr/bin/svnlook,svnlook(1) - Subversion repository examination tool
svnserve,/usr/bin/svnserve,svnserve(8) - Server for the svn repository access method
svnsync,/usr/bin/svnsync,svnsync(1) - Subversion repository synchronization tool
svnversion,/usr/bin/svnversion,svnversion(1) - Produce a compact version identifier for a working copy
swift,/usr/bin/swift,"swift(1) - -- Safe, fast, and expressive general-purpose programming language"
unifdef,/usr/bin/unifdef,"unifdef(1), unifdefall(1) - remove preprocessor conditionals from code"
xcrun,/usr/bin/xcrun,xcrun(1) - Run or locate development tools and properties. rst2man-indent-level 0 1 rstReportMargin $1 n[an-margin] level n[rst2man-indent-level] level margin: n[rst2man-indentn[rst2man-indent-level]] - n[rst2man-indent0] n[rst2man-indent1] n[rst2man-indent2] . 1 INDENT RS $1 nr rst2man-indentn[rst2man-indent-level] n[an-margin] nr rst2man-indent-level +1 . UNINDENT RE rst2man-indent-level -1 n[rst2man-indentn[rst2man-indent-level]]u
xml2man,/usr/bin/xml2man,xml2man(1) - MPGL to mdoc (man page) translator
yacc,/usr/bin/yacc,yacc(1) - parser generator
diskmanagementstartup,/usr/libexec/diskmanagementstartup,DiskManagement.framework helper tool
routined,/usr/libexec/routined,A daemon that learns the historical location patterns of a user
nehelper,/usr/libexec/nehelper,Helper daemon for the Network Extension framework
seld,/usr/libexec/seld,Secure element manager daemon
languageassetd,/usr/libexec/languageassetd,no man page
logd,/usr/libexec/logd,configuration file for syslogd(8) and aslmanager(8) 
syslog.conf,,syslogd(8) configuration file 
syslogd,,Apple System Log server
FirmwareUpdateLauncher,/usr/libexec/FirmwareUpdateLauncher,no man page
dpaudiothru,/usr/libexec/dpaudiothru,no man page
biokitaggdd,/usr/libexec/biokitaggdd,BioKitAggD daemon
tftpd,/usr/libexec/tftpd,DARPA Internet Trivial File Transfer Protocol server
xssendevent,/usr/libexec/xssendevent,no man page
TouchBarServer,/usr/libexec/TouchBarServer,Touch Bar render server
firmwaresyncd,/usr/libexec/firmwaresyncd,synchronize files used by the system firmware
kdumpd,/usr/libexec/kdumpd,Mac OS X remote kernel core dump server
nsurlstoraged,/usr/libexec/nsurlstoraged,The HTTP network storage daemon
PerfPowerServices,/usr/libexec/PerfPowerServices,manages structured log archives that enable retrieval of system power and performance data 
PerfPowerServicesExtended,,manages structured log archives that enable retrieval of system power and performance data
taskgated-helper,/usr/libexec/taskgated-helper,taskgated helper process
checkLocalKDC,/usr/libexec/checkLocalKDC,checks a LocalKDC
neagent,/usr/libexec/neagent,Host process for Network Extension plugins
testmanagerd,/usr/libexec/testmanagerd,no man page
networkserviceproxy,/usr/libexec/networkserviceproxy,Transparent network proxy for Apple system services
migrateLocalKDC,/usr/libexec/migrateLocalKDC,migrates a LocalKDC
sharingd,/usr/libexec/sharingd,communicates with screensharingd to provide access to a user session 
screensharingd,,listens for VNC connections from clients
slapd,/usr/libexec/slapd,Add entries to a SLAPD database 
slapcat,SLAPD database to LDIF utility ,
slapd,,Stand-alone LDAP Daemon 
slapd-bdb(5),,
slapd-hdb,,Berkeley DB backends to slapd 
slapd-config,,configuration backend to slapd 
slapd-dnssrv,,DNS SRV referral backend to slapd 
slapd-ldap,,LDAP backend to slapd 
slapd-ldbm,,Discontinued LDBM backend to slapd 
slapd-ldif,,LDIF backend to slapd 
slapd-mdb,,Memory-Mapped DB backend to slapd 
slapd-meta,,metadirectory backend to slapd 
slapd-monitor,,Monitor backend to slapd 
slapd-ndb,,MySQL NDB backend to slapd 
slapd-null,,Null backend to slapd 
slapd-passwd,,/etc/passwd backend to slapd 
slapd-perl,,Perl backend to slapd 
slapd-relay,,relay backend to slapd 
slapd-shell,,Shell backend to slapd 
slapd-sock,,Socket backend/overlay to slapd 
slapd-sql,,SQL backend to slapd 
slapd.access,,"access configuration for slapd, the stand-alone LDAP daemon "
slapd.backends,,"backends for slapd, the stand-alone LDAP daemon "
slapd.conf,,"configuration file for slapd, the stand-alone LDAP daemon "
slapd.overlays,,"overlays for slapd, the stand-alone LDAP daemon "
slapd.plugin,,"plugin configuration for slapd, the stand-alone LDAP daemon "
slapdn,,Check a list of string-represented LDAP DNs based on schema syntax 
slapindex,,Reindex entries in a SLAPD database 
slapo-accesslog,,Access Logging overlay to slapd 
slapo-auditlog,,Audit Logging overlay to slapd 
slapo-chain,,chain overlay to slapd 
slapo-collect,,Collective attributes overlay to slapd 
slapo-constraint,,Attribute Constraint Overlay to slapd 
slapo-dds,,Dynamic Directory Services overlay to slapd 
slapo-dyngroup,,Dynamic Group overlay to slapd 
slapo-dynlist,,Dynamic List overlay to slapd 
slapo-memberof,,Reverse Group Membership overlay to slapd 
slapo-pbind,,proxy bind overlay to slapd 
slapo-pcache,,proxy cache overlay to slapd 
slapo-ppolicy,,Password Policy overlay to slapd 
slapo-refint,,Referential Integrity overlay to slapd 
slapo-retcode,,return code overlay to slapd 
slapo-rwm,,rewrite/remap overlay to slapd 
slapo-sssvlv,,Server Side Sorting and Virtual List View overlay to slapd 
slapo-syncprov,,Sync Provider overlay to slapd 
slapo-translucent,,Translucent Proxy overlay to slapd 
slapo-unique,,Attribute Uniqueness overlay to slapd 
slapo-valsort,,Value Sorting overlay to slapd 
slapschema,,SLAPD in-database schema checking utility 
slaptest,,Check the suitability of the OpenLDAP slapd configuration
DataDetectorsLocalSources,/usr/libexec/DataDetectorsLocalSources,DataDetectors user source content manager
pfd,/usr/libexec/pfd,daemon for network firewall and Internet sharing configuration 
spfd,,simple forking daemon to provide SPF query services
dp2hdmiupdater,/usr/libexec/dp2hdmiupdater,no man page
AppleQEMUGuestAgent,/usr/libexec/AppleQEMUGuestAgent,implements support for QMP commands and events
dirhelper,/usr/libexec/dirhelper,helper for special directory creation
sdfwupdater,/usr/libexec/sdfwupdater,no man page
taskgated,/usr/libexec/taskgated,taskgated helper process
DataDetectorsSourceAccess,/usr/libexec/DataDetectorsSourceAccess,DataDetectors sources utility
xpcproxy,/usr/libexec/xpcproxy,configures the execution environment for XPC services
spindump_agent,/usr/libexec/spindump_agent,helper agent for spindump(8)
securityd_service,/usr/libexec/securityd_service,helper process to securityd to unlock keybag
keybagd,/usr/libexec/keybagd,no man page
dasd,/usr/libexec/dasd,Daemon for background activity scheduling
coreduetd,/usr/libexec/coreduetd,no man page
path_helper,/usr/libexec/path_helper,helper for constructing PATH environment variable
dprivacyd,/usr/libexec/dprivacyd,advertising privacy services daemon
chkpasswd,/usr/libexec/chkpasswd,verifies user password against various systems
rootless-init,/usr/libexec/rootless-init,no man page
gkreport,/usr/libexec/gkreport,no man page
ippusbd,/usr/libexec/ippusbd,ipp to usb bridging daemon
IOAccelMemoryInfoCollector,/usr/libexec/IOAccelMemoryInfoCollector,no man page
amsdstat,/usr/libexec/amsdstat,no man page
videosubscriptionsd,/usr/libexec/videosubscriptionsd,no man page
configureLocalKDC,/usr/libexec/configureLocalKDC,generate a LocalKDC
eoshostd,/usr/libexec/eoshostd,no man page
xscertd,/usr/libexec/xscertd,xscertd helper process
locationd,/usr/libexec/locationd,location services daemon
osaapplet,/usr/libexec/osaapplet,Open Scripting Architecture OSA applet interpreter
configd,/usr/libexec/configd,Destroy a configuration 
FcConfigGetConfigDirs,,Get config directories 
configd,,System Configuration Daemon
locate.mklocatedb,/usr/libexec/locate.mklocatedb,no man page
ifcstart,/usr/libexec/ifcstart,rebuilds international data caches
fmfd,/usr/libexec/fmfd,Find My Friends daemon
undoServerAppDNSPrefs,/usr/libexec/undoServerAppDNSPrefs,no man page
diagnosticd,/usr/libexec/diagnosticd,diagnostic daemon
dspluginhelperd,/usr/libexec/dspluginhelperd,no man page
odproxyd,/usr/libexec/odproxyd,OpenDirectory proxy daemon
diskarbitrationd,/usr/libexec/diskarbitrationd,disk arbitration daemon
syspolicyd,/usr/libexec/syspolicyd,no man page
logkextloadsd,/usr/libexec/logkextloadsd,logs information about the kexts that get loaded
tzd,/usr/libexec/tzd,no man page
cloudconfigurationd,/usr/libexec/cloudconfigurationd,Device Enrollment client daemon
corestoragehelperd,/usr/libexec/corestoragehelperd,no man page
natpmpd,/usr/libexec/natpmpd,no man page
colorsyncd,/usr/libexec/colorsyncd,ColorSync Daemon
bspowerassertiontool,/usr/libexec/bspowerassertiontool,no man page
corebrightnessd,/usr/libexec/corebrightnessd,corebrightnessd daemon 
corebrightnessdiag,,corebrightnessdiag
security_authtrampoline,/usr/libexec/security_authtrampoline,no man page
ftp-proxy,/usr/libexec/ftp-proxy,Internet File Transfer Protocol proxy server
ucupdate,/usr/libexec/ucupdate,no man page
periodic-wrapper,/usr/libexec/periodic-wrapper,manage periodic activity
pboard,/usr/libexec/pboard,Progress UI Service for Universal Clipboard 
clipboard,,Manipulate Tk clipboard 
pbcopy,/usr/bin/pbcopy,provide copying and pasting to the pasteboard (the Clipboard) from command line 
pbpaste,/usr/bin/pbpaste,provide copying and pasting to the pasteboard (the Clipboard) from command line 
pboard,/usr/libexec/pboard,pasteboard server 
screencapture,/usr/sbin/screencapture,capture images from the screen and save them to a file or the clipboard
comsat,/usr/libexec/comsat,biff server
sshd-keygen-wrapper,/usr/libexec/sshd-keygen-wrapper,no man page
bootpd,/usr/libexec/bootpd,DHCP/BOOTP/NetBoot server
usbcupdater,/usr/libexec/usbcupdater,update the USB-C subsystem components
PlistBuddy,/usr/libexec/PlistBuddy,read and write values to plists
smcupdater,/usr/libexec/smcupdater,no man page
security-sysdiagnose,/usr/libexec/security-sysdiagnose,Command line interface do dump keychain related information in sysdiagnose
productutil,/usr/libexec/productutil,product archive utility
snmpd,/usr/libexec/snmpd,daemon to respond to SNMP request packets 
snmpd.conf,,configuration file for the Net-SNMP SNMP agent 
snmpd.examples,,example configuration for the Net-SNMP agent 
snmpd.internal,,internal configuration of the Net-SNMP agent 
snmpdelta,,Monitor delta differences in SNMP Counter values 
snmpdf,,display disk space usage on a network entity via SNMP
dmd,/usr/libexec/dmd,no man page
vbiosupdater,/usr/libexec/vbiosupdater,no man page
msutil,/usr/libexec/msutil,no man page
femail,/usr/libexec/femail,accept mail on behalf of a real MTA
sysmond,/usr/libexec/sysmond,system monitor daemon
findmydevice-user-agent,/usr/libexec/findmydevice-user-agent,Find My Mac user agent
findmydeviced,/usr/libexec/findmydeviced,Find My Mac daemon
NVMeAgent,/usr/libexec/NVMeAgent,Agent for NVMe devices
airportd,/usr/libexec/airportd,airport daemon
corestoraged,/usr/libexec/corestoraged,CoreStorage volume manager
x11-select,/usr/libexec/x11-select,no man page
otherbsd,/usr/libexec/otherbsd,Other Bootstrapper Daemon
knowledge-agent,/usr/libexec/knowledge-agent,no man page
KeychainMigrator,/usr/libexec/KeychainMigrator,no man page
nfrestore_service,/usr/libexec/nfrestore_service,NearField restore daemon
pkd,/usr/libexec/pkd,no man page
opendirectoryd,/usr/libexec/opendirectoryd,a launchd(8) job for client access to local or remote directory systems. Allows caller to examine or change state of opendirectoryd(8) opendirectoryd
mobileactivationd,/usr/libexec/mobileactivationd,no man page
security-checksystem,/usr/libexec/security-checksystem,validate system keychain
systemstats_boot,/usr/libexec/systemstats_boot,initialize system stats
apfsd,/usr/libexec/apfsd,no man page
lsd,/usr/libexec/lsd,Parental Controls helper process
ssh-pkcs11-helper,/usr/libexec/ssh-pkcs11-helper,ssh-agent helper program for PKCS#11 support
thermald,/usr/libexec/thermald,no man page
AdvancedCommandsMigrator,/usr/libexec/AdvancedCommandsMigrator,no man page
xartstorageremoted,/usr/libexec/xartstorageremoted,no man page
kcproxy,/usr/libexec/kcproxy,Keychain Proxy
corecaptured,/usr/libexec/corecaptured,corecaptured daemon
makewhatis,/usr/libexec/makewhatis,create whatis database 
makewhatis.local,,start makewhatis for local file systems
smb-sync-preferences,/usr/libexec/smb-sync-preferences,synchronize SMB server preferences
locate.concatdb,/usr/libexec/locate.concatdb,no man page
xpchelper,/usr/libexec/xpchelper,XPC helper agent
tzlinkd,/usr/libexec/tzlinkd,no man page
smb-migrate-preferences,/usr/libexec/smb-migrate-preferences,no man page
tzinit,/usr/libexec/tzinit,no man page
trustd,/usr/libexec/trustd,no man page
xpcroleaccountd,/usr/libexec/xpcroleaccountd,no man page
nsurlsessiond,/usr/libexec/nsurlsessiond,The background NSURLSession daemon
keyboardservicesd,/usr/libexec/keyboardservicesd,no man page
sandboxd,/usr/libexec/sandboxd,sandbox daemon
multiversed,/usr/libexec/multiversed,no man page
dumpemacs,/usr/libexec/dumpemacs,Utility to dump pre-loaded emacs with compiled ELisp auto-loads
amfid,/usr/libexec/amfid,The mobile file integrity daemon
pcsstatus,/usr/libexec/pcsstatus,print current status of PCS credentials
displaypolicyd,/usr/libexec/displaypolicyd,no man page
secd,/usr/libexec/secd,Support daemon for Siri Suggestions 
secd,/usr/libexec/secd,centralised keychain agent
usbd,/usr/libexec/usbd,Performs the USB Bluetooth automatic firmware update 
ippusbd,,ipp to usb bridging daemon 
usbd,,daemon for USB devices
loginitemregisterd,/usr/libexec/loginitemregisterd,Login Item Registration Daemon
authopen,/usr/libexec/authopen,open file with authorization
scsid,/usr/libexec/scsid,SCSI subsystem daemon
pkreporter,/usr/libexec/pkreporter,no man page
wps,/usr/libexec/wps,Wireless Protected Setup daemon
upsshutdown,/usr/libexec/upsshutdown,UPS emergency low power shutdown script
mcxalr,/usr/libexec/mcxalr,Managed Client application launch restriction tool and agent
hidd,/usr/libexec/hidd,The HID library userland daemon
USBAgent,/usr/libexec/USBAgent,Agent for USB devices
wifid,/usr/libexec/wifid,wifid daemon
smcDiagnose,/usr/libexec/smcDiagnose,no man page
SidecarRelay,/usr/libexec/SidecarRelay,no man page
locate.bigram,/usr/libexec/locate.bigram,sorted list compressor
gamecontrollerd,/usr/libexec/gamecontrollerd,no man page
mdmclient,/usr/libexec/mdmclient,MDM (Mobile Device Management) client
WiFiVelocityAgent,/usr/libexec/WiFiVelocityAgent,launchd agent for the WiFiVelocity framework
AirPlayXPCHelper,/usr/libexec/AirPlayXPCHelper,no man page
ReportMemoryException,/usr/libexec/ReportMemoryException,generates memory usage diagnostic logs
FDERecoveryAgent,/usr/libexec/FDERecoveryAgent,Full Disk Encryption Key Recovery Transmission Agent
adprivacyd,/usr/libexec/adprivacyd,advertising privacy services daemon
ssh-keysign,/usr/libexec/ssh-keysign,ssh helper program for host-based authentication
vndevice,/usr/libexec/vndevice,no man page
swcd,/usr/libexec/swcd,Shared Web Credentials Daemon
signpost_reporter,/usr/libexec/signpost_reporter,Report telemetry on intervals instrumented with os_signpost to Apple
rapportd,/usr/libexec/rapportd,Rapport Daemon
rpc.rquotad,/usr/libexec/rpc.rquotad,remote quota server
mobileassetd,/usr/libexec/mobileassetd,no man page
tailspind,/usr/libexec/tailspind,helper daemon for tailspin(1)
bootinstalld,/usr/libexec/bootinstalld,macOS boot-time installation daemon
sysdiagnose_helper,/usr/libexec/sysdiagnose_helper,performs critical operations for sysdiagnose
diskmanagementd,/usr/libexec/diskmanagementd,DiskManagement.framework server
smd,/usr/libexec/smd,ServiceManagement framework daemon
nesessionmanager,/usr/libexec/nesessionmanager,Daemon responsible for running and managing Network Extension sessions
cc_fips_test,/usr/libexec/cc_fips_test,Validates correctness of the corecrypto library during bootup
PerfPowerServicesExtended,/usr/libexec/PerfPowerServicesExtended,manages structured log archives that enable retrieval of system power and performance data
sftp-server,/usr/libexec/sftp-server,SFTP server subsystem
wifiFirmwareLoader,/usr/libexec/wifiFirmwareLoader,load wifi firmware to chip
atomicupdatetool,/usr/libexec/atomicupdatetool,macOS Software Update mechanism helper tool
adservicesd,/usr/libexec/adservicesd,advertising services daemon
siriknowledged,/usr/libexec/siriknowledged,no man page
getty,/usr/libexec/getty,return the data type name of the specified column 
SPI_gettypeid,,return the data type OID of the specified column 
getty,,set terminal mode 
gettytab,,terminal configuration data base
InternetSharing,/usr/libexec/InternetSharing,daemon for Internet Sharing
startupdiskhelper,/usr/libexec/startupdiskhelper,helper for the Startup Disk preference pane
rpcsvchost,/usr/libexec/rpcsvchost,hosting environment for DCE/RPC services
makewhatis.local,/usr/libexec/makewhatis.local,start makewhatis for local file systems
captiveagent,/usr/libexec/captiveagent,Daemon to detect and process captive networks
CSCSupportd,/usr/libexec/CSCSupportd,Core System Check Support daemon
